date,vintage_date,variable,source,frequency,forecast_horizon,value
30/06/1998,30/09/2005,aweagg,ons,Q,-29,90.9
30/09/1998,30/09/2005,aweagg,ons,Q,-28,91.9
31/12/1998,30/09/2005,aweagg,ons,Q,-27,92.7
31/03/1999,30/09/2005,aweagg,ons,Q,-26,93.6
30/06/1999,30/09/2005,aweagg,ons,Q,-25,95
30/09/1999,30/09/2005,aweagg,ons,Q,-24,96.2
31/12/1999,30/09/2005,aweagg,ons,Q,-23,97.8
31/03/2000,30/09/2005,aweagg,ons,Q,-22,98.8
30/06/2000,30/09/2005,aweagg,ons,Q,-21,98.9
30/09/2000,30/09/2005,aweagg,ons,Q,-20,100.2
31/12/2000,30/09/2005,aweagg,ons,Q,-19,102.2
31/03/2001,30/09/2005,aweagg,ons,Q,-18,103.5
30/06/2001,30/09/2005,aweagg,ons,Q,-17,104
30/09/2001,30/09/2005,aweagg,ons,Q,-16,104.7
31/12/2001,30/09/2005,aweagg,ons,Q,-15,105.5
31/03/2002,30/09/2005,aweagg,ons,Q,-14,106.5
30/06/2002,30/09/2005,aweagg,ons,Q,-13,108
30/09/2002,30/09/2005,aweagg,ons,Q,-12,108.6
31/12/2002,30/09/2005,aweagg,ons,Q,-11,109.6
31/03/2003,30/09/2005,aweagg,ons,Q,-10,110.2
30/06/2003,30/09/2005,aweagg,ons,Q,-9,111.2
30/09/2003,30/09/2005,aweagg,ons,Q,-8,112.6
31/12/2003,30/09/2005,aweagg,ons,Q,-7,113.4
31/03/2004,30/09/2005,aweagg,ons,Q,-6,115.8
30/06/2004,30/09/2005,aweagg,ons,Q,-5,115.9
30/09/2004,30/09/2005,aweagg,ons,Q,-4,116.8
31/12/2004,30/09/2005,aweagg,ons,Q,-3,118.4
31/03/2005,30/09/2005,aweagg,ons,Q,-2,121.1
30/06/2005,30/09/2005,aweagg,ons,Q,-1,120.8790143
31/03/1990,31/12/2005,aweagg,ons,Q,-63,61.3
30/06/1990,31/12/2005,aweagg,ons,Q,-62,63.3
30/09/1990,31/12/2005,aweagg,ons,Q,-61,64.8
31/12/1990,31/12/2005,aweagg,ons,Q,-60,66.2
31/03/1991,31/12/2005,aweagg,ons,Q,-59,66.8
30/06/1991,31/12/2005,aweagg,ons,Q,-58,68.3
30/09/1991,31/12/2005,aweagg,ons,Q,-57,69.6
31/12/1991,31/12/2005,aweagg,ons,Q,-56,70.8
31/03/1992,31/12/2005,aweagg,ons,Q,-55,71.9
30/06/1992,31/12/2005,aweagg,ons,Q,-54,72.5
30/09/1992,31/12/2005,aweagg,ons,Q,-53,73.3
31/12/1992,31/12/2005,aweagg,ons,Q,-52,74.1
31/03/1993,31/12/2005,aweagg,ons,Q,-51,74.2
30/06/1993,31/12/2005,aweagg,ons,Q,-50,74.9
30/09/1993,31/12/2005,aweagg,ons,Q,-49,75.6
31/12/1993,31/12/2005,aweagg,ons,Q,-48,76.3
31/03/1994,31/12/2005,aweagg,ons,Q,-47,76.9
30/06/1994,31/12/2005,aweagg,ons,Q,-46,77.5
30/09/1994,31/12/2005,aweagg,ons,Q,-45,78.4
31/12/1994,31/12/2005,aweagg,ons,Q,-44,79
31/03/1995,31/12/2005,aweagg,ons,Q,-43,79.6
30/06/1995,31/12/2005,aweagg,ons,Q,-42,80.1
30/09/1995,31/12/2005,aweagg,ons,Q,-41,80.5
31/12/1995,31/12/2005,aweagg,ons,Q,-40,81.4
31/03/1996,31/12/2005,aweagg,ons,Q,-39,82
30/06/1996,31/12/2005,aweagg,ons,Q,-38,82.7
30/09/1996,31/12/2005,aweagg,ons,Q,-37,83.7
31/12/1996,31/12/2005,aweagg,ons,Q,-36,84.5
31/03/1997,31/12/2005,aweagg,ons,Q,-35,85.4
30/06/1997,31/12/2005,aweagg,ons,Q,-34,86
30/09/1997,31/12/2005,aweagg,ons,Q,-33,87.3
31/12/1997,31/12/2005,aweagg,ons,Q,-32,88.6
31/03/1998,31/12/2005,aweagg,ons,Q,-31,89.6
30/06/1998,31/12/2005,aweagg,ons,Q,-30,90.9
30/09/1998,31/12/2005,aweagg,ons,Q,-29,91.9
31/12/1998,31/12/2005,aweagg,ons,Q,-28,92.7
31/03/1999,31/12/2005,aweagg,ons,Q,-27,93.6
30/06/1999,31/12/2005,aweagg,ons,Q,-26,95
30/09/1999,31/12/2005,aweagg,ons,Q,-25,96.2
31/12/1999,31/12/2005,aweagg,ons,Q,-24,97.8
31/03/2000,31/12/2005,aweagg,ons,Q,-23,98.8
30/06/2000,31/12/2005,aweagg,ons,Q,-22,98.9
30/09/2000,31/12/2005,aweagg,ons,Q,-21,100.2
31/12/2000,31/12/2005,aweagg,ons,Q,-20,102.2
31/03/2001,31/12/2005,aweagg,ons,Q,-19,103.4
30/06/2001,31/12/2005,aweagg,ons,Q,-18,104.1
30/09/2001,31/12/2005,aweagg,ons,Q,-17,104.8
31/12/2001,31/12/2005,aweagg,ons,Q,-16,105.6
31/03/2002,31/12/2005,aweagg,ons,Q,-15,106.4
30/06/2002,31/12/2005,aweagg,ons,Q,-14,108
30/09/2002,31/12/2005,aweagg,ons,Q,-13,108.7
31/12/2002,31/12/2005,aweagg,ons,Q,-12,109.6
31/03/2003,31/12/2005,aweagg,ons,Q,-11,109.9
30/06/2003,31/12/2005,aweagg,ons,Q,-10,111.3
30/09/2003,31/12/2005,aweagg,ons,Q,-9,112.8
31/12/2003,31/12/2005,aweagg,ons,Q,-8,113.8
31/03/2004,31/12/2005,aweagg,ons,Q,-7,115
30/06/2004,31/12/2005,aweagg,ons,Q,-6,116.1
30/09/2004,31/12/2005,aweagg,ons,Q,-5,117.2
31/12/2004,31/12/2005,aweagg,ons,Q,-4,118.7
31/03/2005,31/12/2005,aweagg,ons,Q,-3,120.2
30/06/2005,31/12/2005,aweagg,ons,Q,-2,120.7
30/09/2005,31/12/2005,aweagg,ons,Q,-1,122.0627643
31/03/1990,31/03/2006,aweagg,ons,Q,-64,61.3
30/06/1990,31/03/2006,aweagg,ons,Q,-63,63.3
30/09/1990,31/03/2006,aweagg,ons,Q,-62,64.8
31/12/1990,31/03/2006,aweagg,ons,Q,-61,66.2
31/03/1991,31/03/2006,aweagg,ons,Q,-60,66.8
30/06/1991,31/03/2006,aweagg,ons,Q,-59,68.3
30/09/1991,31/03/2006,aweagg,ons,Q,-58,69.6
31/12/1991,31/03/2006,aweagg,ons,Q,-57,70.8
31/03/1992,31/03/2006,aweagg,ons,Q,-56,71.9
30/06/1992,31/03/2006,aweagg,ons,Q,-55,72.5
30/09/1992,31/03/2006,aweagg,ons,Q,-54,73.3
31/12/1992,31/03/2006,aweagg,ons,Q,-53,74.1
31/03/1993,31/03/2006,aweagg,ons,Q,-52,74.2
30/06/1993,31/03/2006,aweagg,ons,Q,-51,74.9
30/09/1993,31/03/2006,aweagg,ons,Q,-50,75.6
31/12/1993,31/03/2006,aweagg,ons,Q,-49,76.3
31/03/1994,31/03/2006,aweagg,ons,Q,-48,76.9
30/06/1994,31/03/2006,aweagg,ons,Q,-47,77.5
30/09/1994,31/03/2006,aweagg,ons,Q,-46,78.4
31/12/1994,31/03/2006,aweagg,ons,Q,-45,79
31/03/1995,31/03/2006,aweagg,ons,Q,-44,79.6
30/06/1995,31/03/2006,aweagg,ons,Q,-43,80.1
30/09/1995,31/03/2006,aweagg,ons,Q,-42,80.5
31/12/1995,31/03/2006,aweagg,ons,Q,-41,81.4
31/03/1996,31/03/2006,aweagg,ons,Q,-40,82
30/06/1996,31/03/2006,aweagg,ons,Q,-39,82.7
30/09/1996,31/03/2006,aweagg,ons,Q,-38,83.7
31/12/1996,31/03/2006,aweagg,ons,Q,-37,84.5
31/03/1997,31/03/2006,aweagg,ons,Q,-36,85.4
30/06/1997,31/03/2006,aweagg,ons,Q,-35,86
30/09/1997,31/03/2006,aweagg,ons,Q,-34,87.3
31/12/1997,31/03/2006,aweagg,ons,Q,-33,88.6
31/03/1998,31/03/2006,aweagg,ons,Q,-32,89.6
30/06/1998,31/03/2006,aweagg,ons,Q,-31,90.9
30/09/1998,31/03/2006,aweagg,ons,Q,-30,91.9
31/12/1998,31/03/2006,aweagg,ons,Q,-29,92.7
31/03/1999,31/03/2006,aweagg,ons,Q,-28,93.6
30/06/1999,31/03/2006,aweagg,ons,Q,-27,95
30/09/1999,31/03/2006,aweagg,ons,Q,-26,96.2
31/12/1999,31/03/2006,aweagg,ons,Q,-25,97.8
31/03/2000,31/03/2006,aweagg,ons,Q,-24,98.8
30/06/2000,31/03/2006,aweagg,ons,Q,-23,98.9
30/09/2000,31/03/2006,aweagg,ons,Q,-22,100.2
31/12/2000,31/03/2006,aweagg,ons,Q,-21,102.2
31/03/2001,31/03/2006,aweagg,ons,Q,-20,103.4
30/06/2001,31/03/2006,aweagg,ons,Q,-19,104.1
30/09/2001,31/03/2006,aweagg,ons,Q,-18,104.8
31/12/2001,31/03/2006,aweagg,ons,Q,-17,105.6
31/03/2002,31/03/2006,aweagg,ons,Q,-16,106.4
30/06/2002,31/03/2006,aweagg,ons,Q,-15,108
30/09/2002,31/03/2006,aweagg,ons,Q,-14,108.7
31/12/2002,31/03/2006,aweagg,ons,Q,-13,109.6
31/03/2003,31/03/2006,aweagg,ons,Q,-12,109.9
30/06/2003,31/03/2006,aweagg,ons,Q,-11,111.3
30/09/2003,31/03/2006,aweagg,ons,Q,-10,112.8
31/12/2003,31/03/2006,aweagg,ons,Q,-9,113.8
31/03/2004,31/03/2006,aweagg,ons,Q,-8,115
30/06/2004,31/03/2006,aweagg,ons,Q,-7,116.1
30/09/2004,31/03/2006,aweagg,ons,Q,-6,117.1
31/12/2004,31/03/2006,aweagg,ons,Q,-5,118.8
31/03/2005,31/03/2006,aweagg,ons,Q,-4,120.2
30/06/2005,31/03/2006,aweagg,ons,Q,-3,120.8
30/09/2005,31/03/2006,aweagg,ons,Q,-2,121.9
31/12/2005,31/03/2006,aweagg,ons,Q,-1,122.9999592
31/03/1990,30/06/2006,aweagg,ons,Q,-65,61.3
30/06/1990,30/06/2006,aweagg,ons,Q,-64,63.3
30/09/1990,30/06/2006,aweagg,ons,Q,-63,64.8
31/12/1990,30/06/2006,aweagg,ons,Q,-62,66.2
31/03/1991,30/06/2006,aweagg,ons,Q,-61,66.8
30/06/1991,30/06/2006,aweagg,ons,Q,-60,68.3
30/09/1991,30/06/2006,aweagg,ons,Q,-59,69.6
31/12/1991,30/06/2006,aweagg,ons,Q,-58,70.8
31/03/1992,30/06/2006,aweagg,ons,Q,-57,71.9
30/06/1992,30/06/2006,aweagg,ons,Q,-56,72.5
30/09/1992,30/06/2006,aweagg,ons,Q,-55,73.3
31/12/1992,30/06/2006,aweagg,ons,Q,-54,74.1
31/03/1993,30/06/2006,aweagg,ons,Q,-53,74.2
30/06/1993,30/06/2006,aweagg,ons,Q,-52,74.9
30/09/1993,30/06/2006,aweagg,ons,Q,-51,75.6
31/12/1993,30/06/2006,aweagg,ons,Q,-50,76.3
31/03/1994,30/06/2006,aweagg,ons,Q,-49,76.9
30/06/1994,30/06/2006,aweagg,ons,Q,-48,77.5
30/09/1994,30/06/2006,aweagg,ons,Q,-47,78.4
31/12/1994,30/06/2006,aweagg,ons,Q,-46,79
31/03/1995,30/06/2006,aweagg,ons,Q,-45,79.6
30/06/1995,30/06/2006,aweagg,ons,Q,-44,80.1
30/09/1995,30/06/2006,aweagg,ons,Q,-43,80.5
31/12/1995,30/06/2006,aweagg,ons,Q,-42,81.4
31/03/1996,30/06/2006,aweagg,ons,Q,-41,82
30/06/1996,30/06/2006,aweagg,ons,Q,-40,82.7
30/09/1996,30/06/2006,aweagg,ons,Q,-39,83.7
31/12/1996,30/06/2006,aweagg,ons,Q,-38,84.5
31/03/1997,30/06/2006,aweagg,ons,Q,-37,85.4
30/06/1997,30/06/2006,aweagg,ons,Q,-36,86
30/09/1997,30/06/2006,aweagg,ons,Q,-35,87.3
31/12/1997,30/06/2006,aweagg,ons,Q,-34,88.6
31/03/1998,30/06/2006,aweagg,ons,Q,-33,89.6
30/06/1998,30/06/2006,aweagg,ons,Q,-32,90.9
30/09/1998,30/06/2006,aweagg,ons,Q,-31,91.9
31/12/1998,30/06/2006,aweagg,ons,Q,-30,92.7
31/03/1999,30/06/2006,aweagg,ons,Q,-29,93.6
30/06/1999,30/06/2006,aweagg,ons,Q,-28,95
30/09/1999,30/06/2006,aweagg,ons,Q,-27,96.2
31/12/1999,30/06/2006,aweagg,ons,Q,-26,97.8
31/03/2000,30/06/2006,aweagg,ons,Q,-25,98.8
30/06/2000,30/06/2006,aweagg,ons,Q,-24,98.9
30/09/2000,30/06/2006,aweagg,ons,Q,-23,100.2
31/12/2000,30/06/2006,aweagg,ons,Q,-22,102.2
31/03/2001,30/06/2006,aweagg,ons,Q,-21,103.4
30/06/2001,30/06/2006,aweagg,ons,Q,-20,104.1
30/09/2001,30/06/2006,aweagg,ons,Q,-19,104.8
31/12/2001,30/06/2006,aweagg,ons,Q,-18,105.6
31/03/2002,30/06/2006,aweagg,ons,Q,-17,106.4
30/06/2002,30/06/2006,aweagg,ons,Q,-16,108
30/09/2002,30/06/2006,aweagg,ons,Q,-15,108.7
31/12/2002,30/06/2006,aweagg,ons,Q,-14,109.6
31/03/2003,30/06/2006,aweagg,ons,Q,-13,109.9
30/06/2003,30/06/2006,aweagg,ons,Q,-12,111.3
30/09/2003,30/06/2006,aweagg,ons,Q,-11,112.8
31/12/2003,30/06/2006,aweagg,ons,Q,-10,113.8
31/03/2004,30/06/2006,aweagg,ons,Q,-9,115
30/06/2004,30/06/2006,aweagg,ons,Q,-8,116.1
30/09/2004,30/06/2006,aweagg,ons,Q,-7,117.1
31/12/2004,30/06/2006,aweagg,ons,Q,-6,118.8
31/03/2005,30/06/2006,aweagg,ons,Q,-5,120.4
30/06/2005,30/06/2006,aweagg,ons,Q,-4,120.8
30/09/2005,30/06/2006,aweagg,ons,Q,-3,121.9
31/12/2005,30/06/2006,aweagg,ons,Q,-2,123.1
31/03/2006,30/06/2006,aweagg,ons,Q,-1,125.2843792
31/03/1990,30/09/2006,aweagg,ons,Q,-66,61.3
30/06/1990,30/09/2006,aweagg,ons,Q,-65,63.3
30/09/1990,30/09/2006,aweagg,ons,Q,-64,64.8
31/12/1990,30/09/2006,aweagg,ons,Q,-63,66.2
31/03/1991,30/09/2006,aweagg,ons,Q,-62,66.8
30/06/1991,30/09/2006,aweagg,ons,Q,-61,68.3
30/09/1991,30/09/2006,aweagg,ons,Q,-60,69.6
31/12/1991,30/09/2006,aweagg,ons,Q,-59,70.8
31/03/1992,30/09/2006,aweagg,ons,Q,-58,71.9
30/06/1992,30/09/2006,aweagg,ons,Q,-57,72.5
30/09/1992,30/09/2006,aweagg,ons,Q,-56,73.3
31/12/1992,30/09/2006,aweagg,ons,Q,-55,74.1
31/03/1993,30/09/2006,aweagg,ons,Q,-54,74.2
30/06/1993,30/09/2006,aweagg,ons,Q,-53,74.9
30/09/1993,30/09/2006,aweagg,ons,Q,-52,75.6
31/12/1993,30/09/2006,aweagg,ons,Q,-51,76.3
31/03/1994,30/09/2006,aweagg,ons,Q,-50,76.9
30/06/1994,30/09/2006,aweagg,ons,Q,-49,77.5
30/09/1994,30/09/2006,aweagg,ons,Q,-48,78.4
31/12/1994,30/09/2006,aweagg,ons,Q,-47,79
31/03/1995,30/09/2006,aweagg,ons,Q,-46,79.6
30/06/1995,30/09/2006,aweagg,ons,Q,-45,80.1
30/09/1995,30/09/2006,aweagg,ons,Q,-44,80.5
31/12/1995,30/09/2006,aweagg,ons,Q,-43,81.4
31/03/1996,30/09/2006,aweagg,ons,Q,-42,82
30/06/1996,30/09/2006,aweagg,ons,Q,-41,82.7
30/09/1996,30/09/2006,aweagg,ons,Q,-40,83.7
31/12/1996,30/09/2006,aweagg,ons,Q,-39,84.5
31/03/1997,30/09/2006,aweagg,ons,Q,-38,85.4
30/06/1997,30/09/2006,aweagg,ons,Q,-37,86
30/09/1997,30/09/2006,aweagg,ons,Q,-36,87.3
31/12/1997,30/09/2006,aweagg,ons,Q,-35,88.6
31/03/1998,30/09/2006,aweagg,ons,Q,-34,89.6
30/06/1998,30/09/2006,aweagg,ons,Q,-33,90.9
30/09/1998,30/09/2006,aweagg,ons,Q,-32,91.9
31/12/1998,30/09/2006,aweagg,ons,Q,-31,92.7
31/03/1999,30/09/2006,aweagg,ons,Q,-30,93.6
30/06/1999,30/09/2006,aweagg,ons,Q,-29,95
30/09/1999,30/09/2006,aweagg,ons,Q,-28,96.2
31/12/1999,30/09/2006,aweagg,ons,Q,-27,97.8
31/03/2000,30/09/2006,aweagg,ons,Q,-26,98.8
30/06/2000,30/09/2006,aweagg,ons,Q,-25,98.9
30/09/2000,30/09/2006,aweagg,ons,Q,-24,100.2
31/12/2000,30/09/2006,aweagg,ons,Q,-23,102.2
31/03/2001,30/09/2006,aweagg,ons,Q,-22,103.4
30/06/2001,30/09/2006,aweagg,ons,Q,-21,104.1
30/09/2001,30/09/2006,aweagg,ons,Q,-20,104.8
31/12/2001,30/09/2006,aweagg,ons,Q,-19,105.6
31/03/2002,30/09/2006,aweagg,ons,Q,-18,106.4
30/06/2002,30/09/2006,aweagg,ons,Q,-17,108
30/09/2002,30/09/2006,aweagg,ons,Q,-16,108.7
31/12/2002,30/09/2006,aweagg,ons,Q,-15,109.6
31/03/2003,30/09/2006,aweagg,ons,Q,-14,109.9
30/06/2003,30/09/2006,aweagg,ons,Q,-13,111.3
30/09/2003,30/09/2006,aweagg,ons,Q,-12,112.8
31/12/2003,30/09/2006,aweagg,ons,Q,-11,113.8
31/03/2004,30/09/2006,aweagg,ons,Q,-10,115
30/06/2004,30/09/2006,aweagg,ons,Q,-9,116.1
30/09/2004,30/09/2006,aweagg,ons,Q,-8,117.1
31/12/2004,30/09/2006,aweagg,ons,Q,-7,118.8
31/03/2005,30/09/2006,aweagg,ons,Q,-6,120.2
30/06/2005,30/09/2006,aweagg,ons,Q,-5,120.8
30/09/2005,30/09/2006,aweagg,ons,Q,-4,121.9
31/12/2005,30/09/2006,aweagg,ons,Q,-3,123.1
31/03/2006,30/09/2006,aweagg,ons,Q,-2,125.2
30/06/2006,30/09/2006,aweagg,ons,Q,-1,125.4374832
31/03/1990,31/12/2006,aweagg,ons,Q,-67,61.3
30/06/1990,31/12/2006,aweagg,ons,Q,-66,63.3
30/09/1990,31/12/2006,aweagg,ons,Q,-65,64.8
31/12/1990,31/12/2006,aweagg,ons,Q,-64,66.2
31/03/1991,31/12/2006,aweagg,ons,Q,-63,66.8
30/06/1991,31/12/2006,aweagg,ons,Q,-62,68.3
30/09/1991,31/12/2006,aweagg,ons,Q,-61,69.6
31/12/1991,31/12/2006,aweagg,ons,Q,-60,70.8
31/03/1992,31/12/2006,aweagg,ons,Q,-59,71.9
30/06/1992,31/12/2006,aweagg,ons,Q,-58,72.5
30/09/1992,31/12/2006,aweagg,ons,Q,-57,73.3
31/12/1992,31/12/2006,aweagg,ons,Q,-56,74.1
31/03/1993,31/12/2006,aweagg,ons,Q,-55,74.2
30/06/1993,31/12/2006,aweagg,ons,Q,-54,74.9
30/09/1993,31/12/2006,aweagg,ons,Q,-53,75.6
31/12/1993,31/12/2006,aweagg,ons,Q,-52,76.3
31/03/1994,31/12/2006,aweagg,ons,Q,-51,76.9
30/06/1994,31/12/2006,aweagg,ons,Q,-50,77.5
30/09/1994,31/12/2006,aweagg,ons,Q,-49,78.4
31/12/1994,31/12/2006,aweagg,ons,Q,-48,79
31/03/1995,31/12/2006,aweagg,ons,Q,-47,79.6
30/06/1995,31/12/2006,aweagg,ons,Q,-46,80.1
30/09/1995,31/12/2006,aweagg,ons,Q,-45,80.5
31/12/1995,31/12/2006,aweagg,ons,Q,-44,81.4
31/03/1996,31/12/2006,aweagg,ons,Q,-43,82
30/06/1996,31/12/2006,aweagg,ons,Q,-42,82.7
30/09/1996,31/12/2006,aweagg,ons,Q,-41,83.7
31/12/1996,31/12/2006,aweagg,ons,Q,-40,84.5
31/03/1997,31/12/2006,aweagg,ons,Q,-39,85.4
30/06/1997,31/12/2006,aweagg,ons,Q,-38,86
30/09/1997,31/12/2006,aweagg,ons,Q,-37,87.3
31/12/1997,31/12/2006,aweagg,ons,Q,-36,88.6
31/03/1998,31/12/2006,aweagg,ons,Q,-35,89.6
30/06/1998,31/12/2006,aweagg,ons,Q,-34,90.9
30/09/1998,31/12/2006,aweagg,ons,Q,-33,91.9
31/12/1998,31/12/2006,aweagg,ons,Q,-32,92.7
31/03/1999,31/12/2006,aweagg,ons,Q,-31,93.6
30/06/1999,31/12/2006,aweagg,ons,Q,-30,95
30/09/1999,31/12/2006,aweagg,ons,Q,-29,96.2
31/12/1999,31/12/2006,aweagg,ons,Q,-28,97.8
31/03/2000,31/12/2006,aweagg,ons,Q,-27,98.8
30/06/2000,31/12/2006,aweagg,ons,Q,-26,98.9
30/09/2000,31/12/2006,aweagg,ons,Q,-25,100.2
31/12/2000,31/12/2006,aweagg,ons,Q,-24,102.2
31/03/2001,31/12/2006,aweagg,ons,Q,-23,103.4
30/06/2001,31/12/2006,aweagg,ons,Q,-22,104.1
30/09/2001,31/12/2006,aweagg,ons,Q,-21,104.8
31/12/2001,31/12/2006,aweagg,ons,Q,-20,105.5
31/03/2002,31/12/2006,aweagg,ons,Q,-19,106.4
30/06/2002,31/12/2006,aweagg,ons,Q,-18,108
30/09/2002,31/12/2006,aweagg,ons,Q,-17,108.7
31/12/2002,31/12/2006,aweagg,ons,Q,-16,109.6
31/03/2003,31/12/2006,aweagg,ons,Q,-15,110
30/06/2003,31/12/2006,aweagg,ons,Q,-14,111.2
30/09/2003,31/12/2006,aweagg,ons,Q,-13,112.7
31/12/2003,31/12/2006,aweagg,ons,Q,-12,113.8
31/03/2004,31/12/2006,aweagg,ons,Q,-11,115.1
30/06/2004,31/12/2006,aweagg,ons,Q,-10,115.9
30/09/2004,31/12/2006,aweagg,ons,Q,-9,117.2
31/12/2004,31/12/2006,aweagg,ons,Q,-8,118.9
31/03/2005,31/12/2006,aweagg,ons,Q,-7,120.2
30/06/2005,31/12/2006,aweagg,ons,Q,-6,120.6
30/09/2005,31/12/2006,aweagg,ons,Q,-5,122
31/12/2005,31/12/2006,aweagg,ons,Q,-4,123.2
31/03/2006,31/12/2006,aweagg,ons,Q,-3,125.2
30/06/2006,31/12/2006,aweagg,ons,Q,-2,125.8
30/09/2006,31/12/2006,aweagg,ons,Q,-1,126.7415235
31/03/1990,31/03/2007,aweagg,ons,Q,-68,61.3
30/06/1990,31/03/2007,aweagg,ons,Q,-67,63.3
30/09/1990,31/03/2007,aweagg,ons,Q,-66,64.8
31/12/1990,31/03/2007,aweagg,ons,Q,-65,66.2
31/03/1991,31/03/2007,aweagg,ons,Q,-64,66.8
30/06/1991,31/03/2007,aweagg,ons,Q,-63,68.3
30/09/1991,31/03/2007,aweagg,ons,Q,-62,69.6
31/12/1991,31/03/2007,aweagg,ons,Q,-61,70.8
31/03/1992,31/03/2007,aweagg,ons,Q,-60,71.9
30/06/1992,31/03/2007,aweagg,ons,Q,-59,72.5
30/09/1992,31/03/2007,aweagg,ons,Q,-58,73.3
31/12/1992,31/03/2007,aweagg,ons,Q,-57,74.1
31/03/1993,31/03/2007,aweagg,ons,Q,-56,74.2
30/06/1993,31/03/2007,aweagg,ons,Q,-55,74.9
30/09/1993,31/03/2007,aweagg,ons,Q,-54,75.6
31/12/1993,31/03/2007,aweagg,ons,Q,-53,76.3
31/03/1994,31/03/2007,aweagg,ons,Q,-52,76.9
30/06/1994,31/03/2007,aweagg,ons,Q,-51,77.5
30/09/1994,31/03/2007,aweagg,ons,Q,-50,78.4
31/12/1994,31/03/2007,aweagg,ons,Q,-49,79
31/03/1995,31/03/2007,aweagg,ons,Q,-48,79.6
30/06/1995,31/03/2007,aweagg,ons,Q,-47,80.1
30/09/1995,31/03/2007,aweagg,ons,Q,-46,80.5
31/12/1995,31/03/2007,aweagg,ons,Q,-45,81.4
31/03/1996,31/03/2007,aweagg,ons,Q,-44,82
30/06/1996,31/03/2007,aweagg,ons,Q,-43,82.7
30/09/1996,31/03/2007,aweagg,ons,Q,-42,83.7
31/12/1996,31/03/2007,aweagg,ons,Q,-41,84.5
31/03/1997,31/03/2007,aweagg,ons,Q,-40,85.4
30/06/1997,31/03/2007,aweagg,ons,Q,-39,86
30/09/1997,31/03/2007,aweagg,ons,Q,-38,87.3
31/12/1997,31/03/2007,aweagg,ons,Q,-37,88.6
31/03/1998,31/03/2007,aweagg,ons,Q,-36,89.6
30/06/1998,31/03/2007,aweagg,ons,Q,-35,90.9
30/09/1998,31/03/2007,aweagg,ons,Q,-34,91.9
31/12/1998,31/03/2007,aweagg,ons,Q,-33,92.7
31/03/1999,31/03/2007,aweagg,ons,Q,-32,93.6
30/06/1999,31/03/2007,aweagg,ons,Q,-31,95
30/09/1999,31/03/2007,aweagg,ons,Q,-30,96.2
31/12/1999,31/03/2007,aweagg,ons,Q,-29,97.8
31/03/2000,31/03/2007,aweagg,ons,Q,-28,98.8
30/06/2000,31/03/2007,aweagg,ons,Q,-27,98.9
30/09/2000,31/03/2007,aweagg,ons,Q,-26,100.2
31/12/2000,31/03/2007,aweagg,ons,Q,-25,102.2
31/03/2001,31/03/2007,aweagg,ons,Q,-24,103.4
30/06/2001,31/03/2007,aweagg,ons,Q,-23,104.1
30/09/2001,31/03/2007,aweagg,ons,Q,-22,104.8
31/12/2001,31/03/2007,aweagg,ons,Q,-21,105.5
31/03/2002,31/03/2007,aweagg,ons,Q,-20,106.4
30/06/2002,31/03/2007,aweagg,ons,Q,-19,108
30/09/2002,31/03/2007,aweagg,ons,Q,-18,108.7
31/12/2002,31/03/2007,aweagg,ons,Q,-17,109.6
31/03/2003,31/03/2007,aweagg,ons,Q,-16,110
30/06/2003,31/03/2007,aweagg,ons,Q,-15,111.2
30/09/2003,31/03/2007,aweagg,ons,Q,-14,112.7
31/12/2003,31/03/2007,aweagg,ons,Q,-13,113.8
31/03/2004,31/03/2007,aweagg,ons,Q,-12,115.1
30/06/2004,31/03/2007,aweagg,ons,Q,-11,115.9
30/09/2004,31/03/2007,aweagg,ons,Q,-10,117.2
31/12/2004,31/03/2007,aweagg,ons,Q,-9,118.9
31/03/2005,31/03/2007,aweagg,ons,Q,-8,120.2
30/06/2005,31/03/2007,aweagg,ons,Q,-7,120.6
30/09/2005,31/03/2007,aweagg,ons,Q,-6,122
31/12/2005,31/03/2007,aweagg,ons,Q,-5,123.2
31/03/2006,31/03/2007,aweagg,ons,Q,-4,125.2
30/06/2006,31/03/2007,aweagg,ons,Q,-3,125.8
30/09/2006,31/03/2007,aweagg,ons,Q,-2,126.9
31/12/2006,31/03/2007,aweagg,ons,Q,-1,128.1730147
31/03/1990,30/06/2007,aweagg,ons,Q,-69,61.3
30/06/1990,30/06/2007,aweagg,ons,Q,-68,63.3
30/09/1990,30/06/2007,aweagg,ons,Q,-67,64.8
31/12/1990,30/06/2007,aweagg,ons,Q,-66,66.2
31/03/1991,30/06/2007,aweagg,ons,Q,-65,66.8
30/06/1991,30/06/2007,aweagg,ons,Q,-64,68.3
30/09/1991,30/06/2007,aweagg,ons,Q,-63,69.6
31/12/1991,30/06/2007,aweagg,ons,Q,-62,70.8
31/03/1992,30/06/2007,aweagg,ons,Q,-61,71.9
30/06/1992,30/06/2007,aweagg,ons,Q,-60,72.5
30/09/1992,30/06/2007,aweagg,ons,Q,-59,73.3
31/12/1992,30/06/2007,aweagg,ons,Q,-58,74.1
31/03/1993,30/06/2007,aweagg,ons,Q,-57,74.2
30/06/1993,30/06/2007,aweagg,ons,Q,-56,74.9
30/09/1993,30/06/2007,aweagg,ons,Q,-55,75.6
31/12/1993,30/06/2007,aweagg,ons,Q,-54,76.3
